,season,teamName,week,team,opponent,result,owner,opponent_owner
0,2015,Cream Team,1,1,Quiggle On Your Face,150.20 - 171.90 Loss,Owen,Kevin
1,2015,Cream Team,2,1,Baby Get In Mah Belly,158.57 - 146.90 Win,Owen,nickolai
2,2015,Cream Team,3,1,Chub Chub,225.87 - 195.07 Win,Owen,John
3,2015,Cream Team,4,1,Mini Me I Love you Mini Me,156.87 - 138.93 Win,Owen,Peter
4,2015,Cream Team,5,1,Tushek,188.23 - 156.13 Win,Owen,zeyad
5,2015,Cream Team,6,1,The Pissed Beanbags,189.30 - 160.50 Win,Owen,Ryan
6,2015,Cream Team,7,1,im gonna fiddle your diddle,180.07 - 149.50 Win,Owen,Jake
7,2015,Cream Team,8,1,Quiggle On Your Face,189.13 - 149.23 Win,Owen,Kevin
8,2015,Cream Team,9,1,Baby Get In Mah Belly,175.93 - 135.47 Win,Owen,nickolai
9,2015,Cream Team,10,1,Chub Chub,175.07 - 145.30 Win,Owen,John
10,2015,Cream Team,11,1,Mini Me I Love you Mini Me,124.27 - 144.53 Loss,Owen,Peter
11,2015,Cream Team,12,1,Tushek,162.37 - 139.50 Win,Owen,zeyad
12,2015,Cream Team,13,1,The Pissed Beanbags,190.60 - 190.07 Win,Owen,Ryan
13,2015,Cream Team,14,1,im gonna fiddle your diddle,165.07 - 117.63 Win,Owen,Jake
14,2015,Cream Team,15,1,Baby Get In Mah Belly,190.20 - 116.67 Win,Owen,nickolai
15,2015,Cream Team,16,1,Chub Chub,130.10 - 114.67 Win,Owen,John
16,2015,Quiggle On Your Face,1,2,Cream Team,171.90 - 150.20 Win,Kevin,Owen
17,2015,Quiggle On Your Face,2,2,Chub Chub,121.47 - 168.03 Loss,Kevin,John
18,2015,Quiggle On Your Face,3,2,Tushek,186.90 - 125.90 Win,Kevin,zeyad
19,2015,Quiggle On Your Face,4,2,im gonna fiddle your diddle,132.93 - 139.90 Loss,Kevin,Jake
20,2015,Quiggle On Your Face,5,2,Baby Get In Mah Belly,118.27 - 181.43 Loss,Kevin,nickolai
21,2015,Quiggle On Your Face,6,2,Mini Me I Love you Mini Me,180.20 - 146.80 Win,Kevin,Peter
22,2015,Quiggle On Your Face,7,2,The Pissed Beanbags,137.07 - 180.90 Loss,Kevin,Ryan
23,2015,Quiggle On Your Face,8,2,Cream Team,149.23 - 189.13 Loss,Kevin,Owen
24,2015,Quiggle On Your Face,9,2,Chub Chub,137.40 - 158.50 Loss,Kevin,John
25,2015,Quiggle On Your Face,10,2,Tushek,143.50 - 135.43 Win,Kevin,zeyad
26,2015,Quiggle On Your Face,11,2,im gonna fiddle your diddle,141.23 - 68.77 Win,Kevin,Jake
27,2015,Quiggle On Your Face,12,2,Baby Get In Mah Belly,165.57 - 145.43 Win,Kevin,nickolai
28,2015,Quiggle On Your Face,13,2,Mini Me I Love you Mini Me,124.37 - 121.20 Win,Kevin,Peter
29,2015,Quiggle On Your Face,14,2,The Pissed Beanbags,117.63 - 116.53 Win,Kevin,Ryan
30,2015,Quiggle On Your Face,15,2,Chub Chub,134.30 - 146.90 Loss,Kevin,John
31,2015,Quiggle On Your Face,16,2,Baby Get In Mah Belly,164.37 - 159.63 Win,Kevin,nickolai
32,2015,Baby Get In Mah Belly,1,3,im gonna fiddle your diddle,139.27 - 93.87 Win,nickolai,Jake
33,2015,Baby Get In Mah Belly,2,3,Cream Team,146.90 - 158.57 Loss,nickolai,Owen
34,2015,Baby Get In Mah Belly,3,3,Mini Me I Love you Mini Me,164.80 - 154.50 Win,nickolai,Peter
35,2015,Baby Get In Mah Belly,4,3,The Pissed Beanbags,162.77 - 128.00 Win,nickolai,Ryan
36,2015,Baby Get In Mah Belly,5,3,Quiggle On Your Face,181.43 - 118.27 Win,nickolai,Kevin
37,2015,Baby Get In Mah Belly,6,3,Chub Chub,130.93 - 143.17 Loss,nickolai,John
38,2015,Baby Get In Mah Belly,7,3,Tushek,161.60 - 129.43 Win,nickolai,zeyad
39,2015,Baby Get In Mah Belly,8,3,im gonna fiddle your diddle,159.77 - 113.90 Win,nickolai,Jake
40,2015,Baby Get In Mah Belly,9,3,Cream Team,135.47 - 175.93 Loss,nickolai,Owen
41,2015,Baby Get In Mah Belly,10,3,Mini Me I Love you Mini Me,160.93 - 122.57 Win,nickolai,Peter
42,2015,Baby Get In Mah Belly,11,3,The Pissed Beanbags,119.63 - 141.70 Loss,nickolai,Ryan
43,2015,Baby Get In Mah Belly,12,3,Quiggle On Your Face,145.43 - 165.57 Loss,nickolai,Kevin
44,2015,Baby Get In Mah Belly,13,3,Chub Chub,95.43 - 155.40 Loss,nickolai,John
45,2015,Baby Get In Mah Belly,14,3,Tushek,118.43 - 169.70 Loss,nickolai,zeyad
46,2015,Baby Get In Mah Belly,15,3,Cream Team,116.67 - 190.20 Loss,nickolai,Owen
47,2015,Baby Get In Mah Belly,16,3,Quiggle On Your Face,159.63 - 164.37 Loss,nickolai,Kevin
48,2015,Chub Chub,1,4,The Pissed Beanbags,184.33 - 154.37 Win,John,Ryan
49,2015,Chub Chub,2,4,Quiggle On Your Face,168.03 - 121.47 Win,John,Kevin
50,2015,Chub Chub,3,4,Cream Team,195.07 - 225.87 Loss,John,Owen
51,2015,Chub Chub,4,4,Tushek,143.73 - 102.87 Win,John,zeyad
52,2015,Chub Chub,5,4,im gonna fiddle your diddle,108.00 - 133.63 Loss,John,Jake
53,2015,Chub Chub,6,4,Baby Get In Mah Belly,143.17 - 130.93 Win,John,nickolai
54,2015,Chub Chub,7,4,Mini Me I Love you Mini Me,165.73 - 179.50 Loss,John,Peter
55,2015,Chub Chub,8,4,The Pissed Beanbags,146.80 - 123.20 Win,John,Ryan
56,2015,Chub Chub,9,4,Quiggle On Your Face,158.50 - 137.40 Win,John,Kevin
57,2015,Chub Chub,10,4,Cream Team,145.30 - 175.07 Loss,John,Owen
58,2015,Chub Chub,11,4,Tushek,143.23 - 111.07 Win,John,zeyad
59,2015,Chub Chub,12,4,im gonna fiddle your diddle,205.20 - 158.50 Win,John,Jake
60,2015,Chub Chub,13,4,Baby Get In Mah Belly,155.40 - 95.43 Win,John,nickolai
61,2015,Chub Chub,14,4,Mini Me I Love you Mini Me,166.67 - 167.27 Loss,John,Peter
62,2015,Chub Chub,15,4,Quiggle On Your Face,146.90 - 134.30 Win,John,Kevin
63,2015,Chub Chub,16,4,Cream Team,114.67 - 130.10 Loss,John,Owen
64,2015,Mini Me I Love you Mini Me,1,5,Tushek,139.60 - 144.90 Loss,Peter,zeyad
65,2015,Mini Me I Love you Mini Me,2,5,im gonna fiddle your diddle,110.27 - 154.23 Loss,Peter,Jake
66,2015,Mini Me I Love you Mini Me,3,5,Baby Get In Mah Belly,154.50 - 164.80 Loss,Peter,nickolai
67,2015,Mini Me I Love you Mini Me,4,5,Cream Team,138.93 - 156.87 Loss,Peter,Owen
68,2015,Mini Me I Love you Mini Me,5,5,The Pissed Beanbags,137.40 - 95.23 Win,Peter,Ryan
69,2015,Mini Me I Love you Mini Me,6,5,Quiggle On Your Face,146.80 - 180.20 Loss,Peter,Kevin
70,2015,Mini Me I Love you Mini Me,7,5,Chub Chub,179.50 - 165.73 Win,Peter,John
71,2015,Mini Me I Love you Mini Me,8,5,Tushek,164.23 - 145.57 Win,Peter,zeyad
72,2015,Mini Me I Love you Mini Me,9,5,im gonna fiddle your diddle,135.00 - 144.50 Loss,Peter,Jake
73,2015,Mini Me I Love you Mini Me,10,5,Baby Get In Mah Belly,122.57 - 160.93 Loss,Peter,nickolai
74,2015,Mini Me I Love you Mini Me,11,5,Cream Team,144.53 - 124.27 Win,Peter,Owen
75,2015,Mini Me I Love you Mini Me,12,5,The Pissed Beanbags,143.10 - 123.70 Win,Peter,Ryan
76,2015,Mini Me I Love you Mini Me,13,5,Quiggle On Your Face,121.20 - 124.37 Loss,Peter,Kevin
77,2015,Mini Me I Love you Mini Me,14,5,Chub Chub,167.27 - 166.67 Win,Peter,John
78,2015,Mini Me I Love you Mini Me,15,5,im gonna fiddle your diddle,200.03 - 185.33 Win,Peter,Jake
79,2015,Mini Me I Love you Mini Me,16,5,The Pissed Beanbags,129.60 - 142.07 Loss,Peter,Ryan
80,2015,Tushek,1,6,Mini Me I Love you Mini Me,144.90 - 139.60 Win,zeyad,Peter
81,2015,Tushek,2,6,The Pissed Beanbags,122.30 - 121.60 Win,zeyad,Ryan
82,2015,Tushek,3,6,Quiggle On Your Face,125.90 - 186.90 Loss,zeyad,Kevin
83,2015,Tushek,4,6,Chub Chub,102.87 - 143.73 Loss,zeyad,John
84,2015,Tushek,5,6,Cream Team,156.13 - 188.23 Loss,zeyad,Owen
85,2015,Tushek,6,6,im gonna fiddle your diddle,173.37 - 160.53 Win,zeyad,Jake
86,2015,Tushek,7,6,Baby Get In Mah Belly,129.43 - 161.60 Loss,zeyad,nickolai
87,2015,Tushek,8,6,Mini Me I Love you Mini Me,145.57 - 164.23 Loss,zeyad,Peter
88,2015,Tushek,9,6,The Pissed Beanbags,162.47 - 163.60 Loss,zeyad,Ryan
89,2015,Tushek,10,6,Quiggle On Your Face,135.43 - 143.50 Loss,zeyad,Kevin
90,2015,Tushek,11,6,Chub Chub,111.07 - 143.23 Loss,zeyad,John
91,2015,Tushek,12,6,Cream Team,139.50 - 162.37 Loss,zeyad,Owen
92,2015,Tushek,13,6,im gonna fiddle your diddle,238.47 - 155.17 Win,zeyad,Jake
93,2015,Tushek,14,6,Baby Get In Mah Belly,169.70 - 118.43 Win,zeyad,nickolai
94,2015,Tushek,15,6,The Pissed Beanbags,151.00 - 195.77 Loss,zeyad,Ryan
95,2015,Tushek,16,6,im gonna fiddle your diddle,185.77 - 124.67 Win,zeyad,Jake
96,2015,The Pissed Beanbags,1,7,Chub Chub,154.37 - 184.33 Loss,Ryan,John
97,2015,The Pissed Beanbags,2,7,Tushek,121.60 - 122.30 Loss,Ryan,zeyad
98,2015,The Pissed Beanbags,3,7,im gonna fiddle your diddle,210.03 - 138.70 Win,Ryan,Jake
99,2015,The Pissed Beanbags,4,7,Baby Get In Mah Belly,128.00 - 162.77 Loss,Ryan,nickolai
100,2015,The Pissed Beanbags,5,7,Mini Me I Love you Mini Me,95.23 - 137.40 Loss,Ryan,Peter
101,2015,The Pissed Beanbags,6,7,Cream Team,160.50 - 189.30 Loss,Ryan,Owen
102,2015,The Pissed Beanbags,7,7,Quiggle On Your Face,180.90 - 137.07 Win,Ryan,Kevin
103,2015,The Pissed Beanbags,8,7,Chub Chub,123.20 - 146.80 Loss,Ryan,John
104,2015,The Pissed Beanbags,9,7,Tushek,163.60 - 162.47 Win,Ryan,zeyad
105,2015,The Pissed Beanbags,10,7,im gonna fiddle your diddle,115.53 - 113.53 Win,Ryan,Jake
106,2015,The Pissed Beanbags,11,7,Baby Get In Mah Belly,141.70 - 119.63 Win,Ryan,nickolai
107,2015,The Pissed Beanbags,12,7,Mini Me I Love you Mini Me,123.70 - 143.10 Loss,Ryan,Peter
108,2015,The Pissed Beanbags,13,7,Cream Team,190.07 - 190.60 Loss,Ryan,Owen
109,2015,The Pissed Beanbags,14,7,Quiggle On Your Face,116.53 - 117.63 Loss,Ryan,Kevin
110,2015,The Pissed Beanbags,15,7,Tushek,195.77 - 151.00 Win,Ryan,zeyad
111,2015,The Pissed Beanbags,16,7,Mini Me I Love you Mini Me,142.07 - 129.60 Win,Ryan,Peter
112,2015,im gonna fiddle your diddle,1,8,Baby Get In Mah Belly,93.87 - 139.27 Loss,Jake,nickolai
113,2015,im gonna fiddle your diddle,2,8,Mini Me I Love you Mini Me,154.23 - 110.27 Win,Jake,Peter
114,2015,im gonna fiddle your diddle,3,8,The Pissed Beanbags,138.70 - 210.03 Loss,Jake,Ryan
115,2015,im gonna fiddle your diddle,4,8,Quiggle On Your Face,139.90 - 132.93 Win,Jake,Kevin
116,2015,im gonna fiddle your diddle,5,8,Chub Chub,133.63 - 108.00 Win,Jake,John
117,2015,im gonna fiddle your diddle,6,8,Tushek,160.53 - 173.37 Loss,Jake,zeyad
118,2015,im gonna fiddle your diddle,7,8,Cream Team,149.50 - 180.07 Loss,Jake,Owen
119,2015,im gonna fiddle your diddle,8,8,Baby Get In Mah Belly,113.90 - 159.77 Loss,Jake,nickolai
120,2015,im gonna fiddle your diddle,9,8,Mini Me I Love you Mini Me,144.50 - 135.00 Win,Jake,Peter
121,2015,im gonna fiddle your diddle,10,8,The Pissed Beanbags,113.53 - 115.53 Loss,Jake,Ryan
122,2015,im gonna fiddle your diddle,11,8,Quiggle On Your Face,68.77 - 141.23 Loss,Jake,Kevin
123,2015,im gonna fiddle your diddle,12,8,Chub Chub,158.50 - 205.20 Loss,Jake,John
124,2015,im gonna fiddle your diddle,13,8,Tushek,155.17 - 238.47 Loss,Jake,zeyad
125,2015,im gonna fiddle your diddle,14,8,Cream Team,117.63 - 165.07 Loss,Jake,Owen
126,2015,im gonna fiddle your diddle,15,8,Mini Me I Love you Mini Me,185.33 - 200.03 Loss,Jake,Peter
127,2015,im gonna fiddle your diddle,16,8,Tushek,124.67 - 185.77 Loss,Jake,zeyad
128,2016,Cream Team IV,1,1,Hail to the Hairy One,146.67 - 144.40 Win,Owen,Kevin
129,2016,Cream Team IV,2,1,Buttplugs in Paradise,137.93 - 166.03 Loss,Owen,nickolai
130,2016,Cream Team IV,3,1,Chub Chub,121.97 - 147.07 Loss,Owen,John
131,2016,Cream Team IV,4,1,The Whiskey Dicks,91.87 - 134.80 Loss,Owen,Peter
132,2016,Cream Team IV,5,1,Blubber Caboose,165.87 - 151.33 Win,Owen,zeyad
133,2016,Cream Team IV,6,1,The Little Pink Dinks,164.03 - 180.17 Loss,Owen,Ryan
134,2016,Cream Team IV,7,1,Black People,151.73 - 148.67 Win,Owen,Jake
135,2016,Cream Team IV,8,1,Hail to the Hairy One,132.63 - 145.00 Loss,Owen,Kevin
136,2016,Cream Team IV,9,1,Buttplugs in Paradise,121.46 - 160.76 Loss,Owen,nickolai
137,2016,Cream Team IV,10,1,Chub Chub,191.54 - 106.30 Win,Owen,John
138,2016,Cream Team IV,11,1,The Whiskey Dicks,132.14 - 121.46 Win,Owen,Peter
139,2016,Cream Team IV,12,1,Blubber Caboose,149.30 - 146.10 Win,Owen,zeyad
140,2016,Cream Team IV,13,1,The Little Pink Dinks,192.69 - 173.03 Win,Owen,Ryan
141,2016,Cream Team IV,14,1,Black People,154.57 - 57.04 Win,Owen,Jake
142,2016,Cream Team IV,15,1,Buttplugs in Paradise,132.36 - 136.57 Loss,Owen,nickolai
143,2016,Cream Team IV,16,1,Blubber Caboose,165.10 - 121.17 Win,Owen,zeyad
144,2016,Hail to the Hairy One,1,2,Cream Team IV,144.40 - 146.67 Loss,Kevin,Owen
145,2016,Hail to the Hairy One,2,2,Chub Chub,116.57 - 139.33 Loss,Kevin,John
146,2016,Hail to the Hairy One,3,2,Blubber Caboose,140.13 - 186.37 Loss,Kevin,zeyad
147,2016,Hail to the Hairy One,4,2,Black People,137.50 - 184.40 Loss,Kevin,Jake
148,2016,Hail to the Hairy One,5,2,Buttplugs in Paradise,190.23 - 136.90 Win,Kevin,nickolai
149,2016,Hail to the Hairy One,6,2,The Whiskey Dicks,125.13 - 164.33 Loss,Kevin,Peter
150,2016,Hail to the Hairy One,7,2,The Little Pink Dinks,143.00 - 160.40 Loss,Kevin,Ryan
151,2016,Hail to the Hairy One,8,2,Cream Team IV,145.00 - 132.63 Win,Kevin,Owen
152,2016,Hail to the Hairy One,9,2,Chub Chub,175.70 - 121.66 Win,Kevin,John
153,2016,Hail to the Hairy One,10,2,Blubber Caboose,160.50 - 168.20 Loss,Kevin,zeyad
154,2016,Hail to the Hairy One,11,2,Black People,105.63 - 114.53 Loss,Kevin,Jake
155,2016,Hail to the Hairy One,12,2,Buttplugs in Paradise,188.33 - 153.97 Win,Kevin,nickolai
156,2016,Hail to the Hairy One,13,2,The Whiskey Dicks,134.20 - 132.20 Win,Kevin,Peter
157,2016,Hail to the Hairy One,14,2,The Little Pink Dinks,111.37 - 148.37 Loss,Kevin,Ryan
158,2016,Hail to the Hairy One,15,2,Black People,173.77 - 117.33 Win,Kevin,Jake
159,2016,Hail to the Hairy One,16,2,Chub Chub,129.00 - 119.40 Win,Kevin,John
160,2016,Buttplugs in Paradise,1,3,Black People,180.93 - 144.93 Win,nickolai,Jake
161,2016,Buttplugs in Paradise,2,3,Cream Team IV,166.03 - 137.93 Win,nickolai,Owen
162,2016,Buttplugs in Paradise,3,3,The Whiskey Dicks,135.60 - 124.67 Win,nickolai,Peter
163,2016,Buttplugs in Paradise,4,3,The Little Pink Dinks,129.13 - 112.30 Win,nickolai,Ryan
164,2016,Buttplugs in Paradise,5,3,Hail to the Hairy One,136.90 - 190.23 Loss,nickolai,Kevin
165,2016,Buttplugs in Paradise,6,3,Chub Chub,165.43 - 135.94 Win,nickolai,John
166,2016,Buttplugs in Paradise,7,3,Blubber Caboose,126.90 - 183.53 Loss,nickolai,zeyad
167,2016,Buttplugs in Paradise,8,3,Black People,157.56 - 136.67 Win,nickolai,Jake
168,2016,Buttplugs in Paradise,9,3,Cream Team IV,160.76 - 121.46 Win,nickolai,Owen
169,2016,Buttplugs in Paradise,10,3,The Whiskey Dicks,189.43 - 164.40 Win,nickolai,Peter
170,2016,Buttplugs in Paradise,11,3,The Little Pink Dinks,152.13 - 211.54 Loss,nickolai,Ryan
171,2016,Buttplugs in Paradise,12,3,Hail to the Hairy One,153.97 - 188.33 Loss,nickolai,Kevin
172,2016,Buttplugs in Paradise,13,3,Chub Chub,139.50 - 103.33 Win,nickolai,John
173,2016,Buttplugs in Paradise,14,3,Blubber Caboose,153.20 - 74.30 Win,nickolai,zeyad
174,2016,Buttplugs in Paradise,15,3,Cream Team IV,136.57 - 132.36 Win,nickolai,Owen
175,2016,Buttplugs in Paradise,16,3,The Little Pink Dinks,161.67 - 211.14 Loss,nickolai,Ryan
176,2016,Chub Chub,1,4,The Little Pink Dinks,140.50 - 148.87 Loss,John,Ryan
177,2016,Chub Chub,2,4,Hail to the Hairy One,139.33 - 116.57 Win,John,Kevin
178,2016,Chub Chub,3,4,Cream Team IV,147.07 - 121.97 Win,John,Owen
179,2016,Chub Chub,4,4,Blubber Caboose,118.10 - 164.60 Loss,John,zeyad
180,2016,Chub Chub,5,4,Black People,140.86 - 94.20 Win,John,Jake
181,2016,Chub Chub,6,4,Buttplugs in Paradise,135.94 - 165.43 Loss,John,nickolai
182,2016,Chub Chub,7,4,The Whiskey Dicks,107.03 - 149.46 Loss,John,Peter
183,2016,Chub Chub,8,4,The Little Pink Dinks,144.87 - 151.20 Loss,John,Ryan
184,2016,Chub Chub,9,4,Hail to the Hairy One,121.66 - 175.70 Loss,John,Kevin
185,2016,Chub Chub,10,4,Cream Team IV,106.30 - 191.54 Loss,John,Owen
186,2016,Chub Chub,11,4,Blubber Caboose,134.23 - 144.20 Loss,John,zeyad
187,2016,Chub Chub,12,4,Black People,132.67 - 102.70 Win,John,Jake
188,2016,Chub Chub,13,4,Buttplugs in Paradise,103.33 - 139.50 Loss,John,nickolai
189,2016,Chub Chub,14,4,The Whiskey Dicks,102.73 - 154.24 Loss,John,Peter
190,2016,Chub Chub,15,4,The Whiskey Dicks,130.73 - 121.20 Win,John,Peter
191,2016,Chub Chub,16,4,Hail to the Hairy One,119.40 - 129.00 Loss,John,Kevin
192,2016,The Whiskey Dicks,1,5,Blubber Caboose,159.97 - 181.77 Loss,Peter,zeyad
193,2016,The Whiskey Dicks,2,5,Black People,164.03 - 160.43 Win,Peter,Jake
194,2016,The Whiskey Dicks,3,5,Buttplugs in Paradise,124.67 - 135.60 Loss,Peter,nickolai
195,2016,The Whiskey Dicks,4,5,Cream Team IV,134.80 - 91.87 Win,Peter,Owen
196,2016,The Whiskey Dicks,5,5,The Little Pink Dinks,94.03 - 190.27 Loss,Peter,Ryan
197,2016,The Whiskey Dicks,6,5,Hail to the Hairy One,164.33 - 125.13 Win,Peter,Kevin
198,2016,The Whiskey Dicks,7,5,Chub Chub,149.46 - 107.03 Win,Peter,John
199,2016,The Whiskey Dicks,8,5,Blubber Caboose,144.50 - 174.00 Loss,Peter,zeyad
200,2016,The Whiskey Dicks,9,5,Black People,97.40 - 129.40 Loss,Peter,Jake
201,2016,The Whiskey Dicks,10,5,Buttplugs in Paradise,164.40 - 189.43 Loss,Peter,nickolai
202,2016,The Whiskey Dicks,11,5,Cream Team IV,121.46 - 132.14 Loss,Peter,Owen
203,2016,The Whiskey Dicks,12,5,The Little Pink Dinks,166.50 - 123.67 Win,Peter,Ryan
204,2016,The Whiskey Dicks,13,5,Hail to the Hairy One,132.20 - 134.20 Loss,Peter,Kevin
205,2016,The Whiskey Dicks,14,5,Chub Chub,154.24 - 102.73 Win,Peter,John
206,2016,The Whiskey Dicks,15,5,Chub Chub,121.20 - 130.73 Loss,Peter,John
207,2016,The Whiskey Dicks,16,5,Black People,136.03 - 587.60 Loss,Peter,Jake
208,2016,Blubber Caboose,1,6,The Whiskey Dicks,181.77 - 159.97 Win,zeyad,Peter
209,2016,Blubber Caboose,2,6,The Little Pink Dinks,170.33 - 126.87 Win,zeyad,Ryan
210,2016,Blubber Caboose,3,6,Hail to the Hairy One,186.37 - 140.13 Win,zeyad,Kevin
211,2016,Blubber Caboose,4,6,Chub Chub,164.60 - 118.10 Win,zeyad,John
212,2016,Blubber Caboose,5,6,Cream Team IV,151.33 - 165.87 Loss,zeyad,Owen
213,2016,Blubber Caboose,6,6,Black People,111.20 - 146.37 Loss,zeyad,Jake
214,2016,Blubber Caboose,7,6,Buttplugs in Paradise,183.53 - 126.90 Win,zeyad,nickolai
215,2016,Blubber Caboose,8,6,The Whiskey Dicks,174.00 - 144.50 Win,zeyad,Peter
216,2016,Blubber Caboose,9,6,The Little Pink Dinks,175.00 - 138.47 Win,zeyad,Ryan
217,2016,Blubber Caboose,10,6,Hail to the Hairy One,168.20 - 160.50 Win,zeyad,Kevin
218,2016,Blubber Caboose,11,6,Chub Chub,144.20 - 134.23 Win,zeyad,John
219,2016,Blubber Caboose,12,6,Cream Team IV,146.10 - 149.30 Loss,zeyad,Owen
220,2016,Blubber Caboose,13,6,Black People,137.90 - 147.36 Loss,zeyad,Jake
221,2016,Blubber Caboose,14,6,Buttplugs in Paradise,74.30 - 153.20 Loss,zeyad,nickolai
222,2016,Blubber Caboose,15,6,The Little Pink Dinks,112.80 - 119.73 Loss,zeyad,Ryan
223,2016,Blubber Caboose,16,6,Cream Team IV,121.17 - 165.10 Loss,zeyad,Owen
224,2016,The Little Pink Dinks,1,7,Chub Chub,148.87 - 140.50 Win,Ryan,John
225,2016,The Little Pink Dinks,2,7,Blubber Caboose,126.87 - 170.33 Loss,Ryan,zeyad
226,2016,The Little Pink Dinks,3,7,Black People,175.53 - 133.17 Win,Ryan,Jake
227,2016,The Little Pink Dinks,4,7,Buttplugs in Paradise,112.30 - 129.13 Loss,Ryan,nickolai
228,2016,The Little Pink Dinks,5,7,The Whiskey Dicks,190.27 - 94.03 Win,Ryan,Peter
229,2016,The Little Pink Dinks,6,7,Cream Team IV,180.17 - 164.03 Win,Ryan,Owen
230,2016,The Little Pink Dinks,7,7,Hail to the Hairy One,160.40 - 143.00 Win,Ryan,Kevin
231,2016,The Little Pink Dinks,8,7,Chub Chub,151.20 - 144.87 Win,Ryan,John
232,2016,The Little Pink Dinks,9,7,Blubber Caboose,138.47 - 175.00 Loss,Ryan,zeyad
233,2016,The Little Pink Dinks,10,7,Black People,119.27 - 133.10 Loss,Ryan,Jake
234,2016,The Little Pink Dinks,11,7,Buttplugs in Paradise,211.54 - 152.13 Win,Ryan,nickolai
235,2016,The Little Pink Dinks,12,7,The Whiskey Dicks,123.67 - 166.50 Loss,Ryan,Peter
236,2016,The Little Pink Dinks,13,7,Cream Team IV,173.03 - 192.69 Loss,Ryan,Owen
237,2016,The Little Pink Dinks,14,7,Hail to the Hairy One,148.37 - 111.37 Win,Ryan,Kevin
238,2016,The Little Pink Dinks,15,7,Blubber Caboose,119.73 - 112.80 Win,Ryan,zeyad
239,2016,The Little Pink Dinks,16,7,Buttplugs in Paradise,211.14 - 161.67 Win,Ryan,nickolai
240,2016,Black People,1,8,Buttplugs in Paradise,144.93 - 180.93 Loss,Jake,nickolai
241,2016,Black People,2,8,The Whiskey Dicks,160.43 - 164.03 Loss,Jake,Peter
242,2016,Black People,3,8,The Little Pink Dinks,133.17 - 175.53 Loss,Jake,Ryan
243,2016,Black People,4,8,Hail to the Hairy One,184.40 - 137.50 Win,Jake,Kevin
244,2016,Black People,5,8,Chub Chub,94.20 - 140.86 Loss,Jake,John
245,2016,Black People,6,8,Blubber Caboose,146.37 - 111.20 Win,Jake,zeyad
246,2016,Black People,7,8,Cream Team IV,148.67 - 151.73 Loss,Jake,Owen
247,2016,Black People,8,8,Buttplugs in Paradise,136.67 - 157.56 Loss,Jake,nickolai
248,2016,Black People,9,8,The Whiskey Dicks,129.40 - 97.40 Win,Jake,Peter
249,2016,Black People,10,8,The Little Pink Dinks,133.10 - 119.27 Win,Jake,Ryan
250,2016,Black People,11,8,Hail to the Hairy One,114.53 - 105.63 Win,Jake,Kevin
251,2016,Black People,12,8,Chub Chub,102.70 - 132.67 Loss,Jake,John
252,2016,Black People,13,8,Blubber Caboose,147.36 - 137.90 Win,Jake,zeyad
253,2016,Black People,14,8,Cream Team IV,57.04 - 154.57 Loss,Jake,Owen
254,2016,Black People,15,8,Hail to the Hairy One,117.33 - 173.77 Loss,Jake,Kevin
255,2016,Black People,16,8,The Whiskey Dicks,587.60 - 136.03 Win,Jake,Peter
256,2017,Cream Team III,1,1,Gart Wars The Funder Awakens,159.50 - 134.07 Win,Owen,Kevin
257,2017,Cream Team III,2,1,Wanky Panky,174.60 - 120.20 Win,Owen,nickolai
258,2017,Cream Team III,3,1,Chub Chub,183.83 - 165.40 Win,Owen,John
259,2017,Cream Team III,4,1,Did Someone Order a Pwoof,147.87 - 132.96 Win,Owen,Peter
260,2017,Cream Team III,5,1,Lightning McFuck,160.40 - 118.27 Win,Owen,zeyad
261,2017,Cream Team III,6,1,Krusty Karpetmen,138.86 - 103.33 Win,Owen,Ryan
262,2017,Cream Team III,7,1,Chef Pussteau,166.80 - 83.97 Win,Owen,Jake
263,2017,Cream Team III,8,1,Gart Wars The Funder Awakens,176.50 - 125.17 Win,Owen,Kevin
264,2017,Cream Team III,9,1,Wanky Panky,167.17 - 115.00 Win,Owen,nickolai
265,2017,Cream Team III,10,1,Chub Chub,140.17 - 93.00 Win,Owen,John
266,2017,Cream Team III,11,1,Did Someone Order a Pwoof,244.10 - 140.60 Win,Owen,Peter
267,2017,Cream Team III,12,1,Lightning McFuck,215.26 - 114.30 Win,Owen,zeyad
268,2017,Cream Team III,13,1,Krusty Karpetmen,165.87 - 157.06 Win,Owen,Ryan
269,2017,Cream Team III,14,1,Chef Pussteau,173.63 - 141.27 Win,Owen,Jake
270,2017,Cream Team III,15,1,Krusty Karpetmen,171.77 - 132.87 Win,Owen,Ryan
271,2017,Cream Team III,16,1,Gart Wars The Funder Awakens,164.50 - 149.47 Win,Owen,Kevin
272,2017,Gart Wars The Funder Awakens,1,2,Cream Team III,134.07 - 159.50 Loss,Kevin,Owen
273,2017,Gart Wars The Funder Awakens,2,2,Chub Chub,144.33 - 135.33 Win,Kevin,John
274,2017,Gart Wars The Funder Awakens,3,2,Lightning McFuck,164.30 - 100.44 Win,Kevin,zeyad
275,2017,Gart Wars The Funder Awakens,4,2,Chef Pussteau,143.80 - 162.57 Loss,Kevin,Jake
276,2017,Gart Wars The Funder Awakens,5,2,Wanky Panky,87.73 - 114.90 Loss,Kevin,nickolai
277,2017,Gart Wars The Funder Awakens,6,2,Did Someone Order a Pwoof,130.10 - 156.13 Loss,Kevin,Peter
